lat;lon;validdate;t_2m:C;precip_1h:mm;wind_speed_10m:ms
-23.6;-46.85;2025-10-01T04:00:00Z;18.3;0.00;4.0
-23.6;-46.85;2025-10-01T05:00:00Z;16.0;0.00;4.1
-23.6;-46.85;2025-10-01T06:00:00Z;15.7;0.00;4.1
-23.6;-46.85;2025-10-01T07:00:00Z;16.0;0.00;3.0
-23.6;-46.85;2025-10-01T08:00:00Z;16.1;0.00;2.7
-23.6;-46.85;2025-10-01T09:00:00Z;15.9;0.00;2.6
-23.6;-46.85;2025-10-01T10:00:00Z;16.4;0.00;2.0
-23.6;-46.85;2025-10-01T11:00:00Z;18.4;0.00;3.1
-23.6;-46.85;2025-10-01T12:00:00Z;21.1;0.00;2.0
-23.6;-46.85;2025-10-01T13:00:00Z;23.7;0.00;1.9
-23.6;-46.85;2025-10-01T14:00:00Z;25.0;0.00;2.0
-23.6;-46.85;2025-10-01T15:00:00Z;26.6;0.00;1.9
-23.6;-46.85;2025-10-01T16:00:00Z;26.9;0.00;2.2
-23.6;-46.85;2025-10-01T17:00:00Z;26.0;0.00;3.2
-23.6;-46.85;2025-10-01T18:00:00Z;25.7;0.00;3.5
-23.6;-46.85;2025-10-01T19:00:00Z;22.1;0.03;3.5
-23.6;-46.85;2025-10-01T20:00:00Z;20.8;0.15;3.8
-23.6;-46.85;2025-10-01T21:00:00Z;19.7;0.19;3.5
-23.6;-46.85;2025-10-01T22:00:00Z;18.6;0.16;3.8
-23.6;-46.85;2025-10-01T23:00:00Z;17.7;0.00;3.7
-23.6;-46.85;2025-10-02T00:00:00Z;17.1;0.00;3.6
-23.6;-46.8;2025-10-01T00:00:00Z;22.4;0.00;1.3
-23.6;-46.8;2025-10-01T01:00:00Z;22.4;0.00;1.1
-23.6;-46.8;2025-10-01T02:00:00Z;21.8;0.00;0.8
-23.6;-46.8;2025-10-01T03:00:00Z;21.3;0.00;0.8
-23.6;-46.8;2025-10-01T04:00:00Z;19.0;0.00;3.7
-23.6;-46.8;2025-10-01T05:00:00Z;16.1;0.00;3.9
-23.6;-46.8;2025-10-01T06:00:00Z;15.9;0.00;3.8
-23.6;-46.8;2025-10-01T07:00:00Z;16.1;0.00;2.6
-23.6;-46.8;2025-10-01T08:00:00Z;16.2;0.00;2.5
-23.6;-46.8;2025-10-01T09:00:00Z;15.9;0.00;2.3
-23.6;-46.8;2025-10-01T10:00:00Z;16.5;0.00;1.7
-23.6;-46.8;2025-10-01T11:00:00Z;18.5;0.00;3.0
-23.6;-46.8;2025-10-01T12:00:00Z;21.2;0.00;1.8
-23.6;-46.8;2025-10-01T13:00:00Z;23.9;0.00;1.8
-23.6;-46.8;2025-10-01T14:00:00Z;25.3;0.00;2.1
-23.6;-46.8;2025-10-01T15:00:00Z;27.1;0.00;1.9
-23.6;-46.8;2025-10-01T16:00:00Z;27.3;0.00;2.3
-23.6;-46.8;2025-10-01T17:00:00Z;26.5;0.00;3.1
-23.6;-46.8;2025-10-01T18:00:00Z;26.2;0.00;3.4
-23.6;-46.8;2025-10-01T19:00:00Z;22.5;0.00;3.4
-23.6;-46.8;2025-10-01T20:00:00Z;21.1;0.16;3.6
-23.6;-46.8;2025-10-01T21:00:00Z;20.0;0.21;3.3
-23.6;-46.8;2025-10-01T22:00:00Z;18.9;0.21;3.5
-23.6;-46.8;2025-10-01T23:00:00Z;18.0;0.00;3.6
-23.6;-46.8;2025-10-02T00:00:00Z;17.4;0.00;3.5
-23.6;-46.75;2025-10-01T00:00:00Z;23.4;0.00;0.8
-23.6;-46.75;2025-10-01T01:00:00Z;23.3;0.00;1.2
-23.6;-46.75;2025-10-01T02:00:00Z;22.7;0.00;0.9
-23.6;-46.75;2025-10-01T03:00:00Z;21.9;0.00;0.8
-23.6;-46.75;2025-10-01T04:00:00Z;19.9;0.00;3.4
-23.6;-46.75;2025-10-01T05:00:00Z;16.8;0.00;3.7
-23.6;-46.75;2025-10-01T06:00:00Z;16.1;0.00;3.6
-23.6;-46.75;2025-10-01T07:00:00Z;16.3;0.00;2.4
-23.6;-46.75;2025-10-01T08:00:00Z;16.4;0.00;2.4
-23.6;-46.75;2025-10-01T09:00:00Z;16.2;0.00;2.1
-23.6;-46.75;2025-10-01T10:00:00Z;16.7;0.00;1.5
-23.6;-46.75;2025-10-01T11:00:00Z;18.7;0.00;2.7
-23.6;-46.75;2025-10-01T12:00:00Z;21.3;0.00;1.7
-23.6;-46.75;2025-10-01T13:00:00Z;24.1;0.00;1.7
-23.6;-46.75;2025-10-01T14:00:00Z;25.7;0.00;2.0
-23.6;-46.75;2025-10-01T15:00:00Z;27.4;0.00;1.9
-23.6;-46.75;2025-10-01T16:00:00Z;27.6;0.00;2.3
-23.6;-46.75;2025-10-01T17:00:00Z;26.9;0.00;3.0
-23.6;-46.75;2025-10-01T18:00:00Z;26.4;0.00;3.3
-23.6;-46.75;2025-10-01T19:00:00Z;23.0;0.00;3.3
-23.6;-46.75;2025-10-01T20:00:00Z;21.4;0.16;3.3
-23.6;-46.75;2025-10-01T21:00:00Z;20.3;0.20;3.1
-23.6;-46.75;2025-10-01T22:00:00Z;19.3;0.27;3.2
-23.6;-46.75;2025-10-01T23:00:00Z;18.5;0.03;3.3
-23.6;-46.75;2025-10-02T00:00:00Z;17.9;0.00;3.3
-23.6;-46.7;2025-10-01T00:00:00Z;23.7;0.00;0.8
-23.6;-46.7;2025-10-01T01:00:00Z;23.7;0.00;1.4
-23.6;-46.7;2025-10-01T02:00:00Z;22.9;0.00;1.3
-23.6;-46.7;2025-10-01T03:00:00Z;22.2;0.00;1.3
-23.6;-46.7;2025-10-01T04:00:00Z;20.5;0.00;3.2
-23.6;-46.7;2025-10-01T05:00:00Z;17.0;0.00;3.7
-23.6;-46.7;2025-10-01T06:00:00Z;16.0;0.00;3.5
-23.6;-46.7;2025-10-01T07:00:00Z;16.1;0.00;2.3
-23.6;-46.7;2025-10-01T08:00:00Z;16.2;0.00;2.3
-23.6;-46.7;2025-10-01T09:00:00Z;16.1;0.00;2.0
-23.6;-46.7;2025-10-01T10:00:00Z;16.6;0.00;1.3
-23.6;-46.7;2025-10-01T11:00:00Z;18.5;0.00;2.5
-23.6;-46.7;2025-10-01T12:00:00Z;21.0;0.00;1.6
-23.6;-46.7;2025-10-01T13:00:00Z;23.9;0.00;1.7
-23.6;-46.7;2025-10-01T14:00:00Z;25.6;0.00;2.0
-23.6;-46.7;2025-10-01T15:00:00Z;27.4;0.00;2.0
-23.6;-46.7;2025-10-01T16:00:00Z;27.5;0.00;2.3
-23.6;-46.7;2025-10-01T17:00:00Z;27.0;0.00;3.0
-23.6;-46.7;2025-10-01T18:00:00Z;26.1;0.00;3.2
-23.6;-46.7;2025-10-01T19:00:00Z;23.1;0.00;3.4
-23.6;-46.7;2025-10-01T20:00:00Z;21.3;0.14;3.2
-23.6;-46.7;2025-10-01T21:00:00Z;20.2;0.19;2.9
-23.6;-46.7;2025-10-01T22:00:00Z;19.4;0.31;3.1
-23.6;-46.7;2025-10-01T23:00:00Z;18.6;0.09;3.2
-23.6;-46.7;2025-10-02T00:00:00Z;18.0;0.00;3.2
-23.6;-46.65;2025-10-01T00:00:00Z;24.2;0.00;1.1
-23.6;-46.65;2025-10-01T01:00:00Z;23.9;0.00;1.5
-23.6;-46.65;2025-10-01T02:00:00Z;23.2;0.00;1.6
-23.6;-46.65;2025-10-01T03:00:00Z;22.2;0.00;1.7
-23.6;-46.65;2025-10-01T04:00:00Z;20.8;0.00;2.8
-23.6;-46.65;2025-10-01T05:00:00Z;17.8;0.00;3.2
-23.6;-46.65;2025-10-01T06:00:00Z;16.3;0.00;3.1
-23.6;-46.65;2025-10-01T07:00:00Z;16.3;0.00;2.1
-23.6;-46.65;2025-10-01T08:00:00Z;16.4;0.00;2.2
-23.6;-46.65;2025-10-01T09:00:00Z;16.3;0.00;1.7
-23.6;-46.65;2025-10-01T10:00:00Z;16.8;0.00;1.1
-23.6;-46.65;2025-10-01T11:00:00Z;18.7;0.00;2.2
-23.6;-46.65;2025-10-01T12:00:00Z;21.2;0.00;1.5
-23.6;-46.65;2025-10-01T13:00:00Z;24.1;0.00;1.6
-23.6;-46.65;2025-10-01T14:00:00Z;25.8;0.00;1.9
-23.6;-46.65;2025-10-01T15:00:00Z;27.4;0.00;1.9
-23.6;-46.65;2025-10-01T16:00:00Z;27.5;0.00;2.2
-23.6;-46.65;2025-10-01T17:00:00Z;27.0;0.00;2.9
-23.6;-46.65;2025-10-01T18:00:00Z;25.8;0.00;3.2
-23.6;-46.65;2025-10-01T19:00:00Z;23.2;0.00;3.3
-23.6;-46.65;2025-10-01T20:00:00Z;21.2;0.11;3.1
-23.6;-46.65;2025-10-01T21:00:00Z;20.2;0.18;2.8
-23.6;-46.65;2025-10-01T22:00:00Z;19.4;0.31;2.9
-23.6;-46.65;2025-10-01T23:00:00Z;18.7;0.12;2.9
-23.6;-46.65;2025-10-02T00:00:00Z;18.3;0.00;2.9
-23.6;-46.6;2025-10-01T00:00:00Z;24.7;0.00;1.6
-23.6;-46.6;2025-10-01T01:00:00Z;24.2;0.00;1.7
-23.6;-46.6;2025-10-01T02:00:00Z;23.5;0.00;2.0
-23.6;-46.6;2025-10-01T03:00:00Z;22.3;0.00;2.2
-23.6;-46.6;2025-10-01T04:00:00Z;21.2;0.00;2.5
-23.6;-46.6;2025-10-01T05:00:00Z;18.6;0.00;2.9
-23.6;-46.6;2025-10-01T06:00:00Z;16.6;0.00;2.9
-23.6;-46.6;2025-10-01T07:00:00Z;16.5;0.00;1.9
-23.6;-46.6;2025-10-01T08:00:00Z;16.6;0.00;2.1
-23.6;-46.6;2025-10-01T09:00:00Z;16.5;0.00;1.5
-23.6;-46.6;2025-10-01T10:00:00Z;17.0;0.00;1.0
-23.6;-46.6;2025-10-01T11:00:00Z;18.8;0.00;2.0
-23.6;-46.6;2025-10-01T12:00:00Z;21.3;0.00;1.4
-23.6;-46.6;2025-10-01T13:00:00Z;24.2;0.00;1.6
-23.6;-46.6;2025-10-01T14:00:00Z;26.0;0.00;1.8
-23.6;-46.6;2025-10-01T15:00:00Z;27.5;0.00;1.9
-23.6;-46.6;2025-10-01T16:00:00Z;27.5;0.00;2.2
-23.6;-46.6;2025-10-01T17:00:00Z;27.0;0.00;2.9
-23.6;-46.6;2025-10-01T18:00:00Z;25.5;0.00;3.2
-23.6;-46.6;2025-10-01T19:00:00Z;23.3;0.00;3.4
-23.6;-46.6;2025-10-01T20:00:00Z;21.2;0.13;3.1
-23.6;-46.6;2025-10-01T21:00:00Z;20.1;0.24;2.8
-23.6;-46.6;2025-10-01T22:00:00Z;19.4;0.32;2.8
-23.6;-46.6;2025-10-01T23:00:00Z;18.9;0.14;2.7
-23.6;-46.6;2025-10-02T00:00:00Z;18.6;0.00;2.7
-23.6;-46.55;2025-10-01T00:00:00Z;24.2;0.00;1.5
-23.6;-46.55;2025-10-01T01:00:00Z;23.6;0.00;1.5
-23.6;-46.55;2025-10-01T02:00:00Z;22.8;0.00;1.8
-23.6;-46.55;2025-10-01T03:00:00Z;21.5;0.00;2.1
-23.6;-46.55;2025-10-01T04:00:00Z;20.6;0.00;2.2
-23.6;-46.55;2025-10-01T05:00:00Z;18.8;0.00;2.7
-23.6;-46.55;2025-10-01T06:00:00Z;16.7;0.00;2.7
-23.6;-46.55;2025-10-01T07:00:00Z;16.5;0.00;2.0
-23.6;-46.55;2025-10-01T08:00:00Z;16.6;0.00;2.1
-23.6;-46.55;2025-10-01T09:00:00Z;16.4;0.00;1.3
-23.6;-46.55;2025-10-01T10:00:00Z;16.9;0.00;1.0
-23.6;-46.55;2025-10-01T11:00:00Z;18.8;0.00;1.9
-23.6;-46.55;2025-10-01T12:00:00Z;21.3;0.00;1.4
-23.6;-46.55;2025-10-01T13:00:00Z;24.3;0.00;1.5
-23.6;-46.55;2025-10-01T14:00:00Z;26.2;0.00;1.7
-23.6;-46.55;2025-10-01T15:00:00Z;27.6;0.00;1.8
-23.6;-46.55;2025-10-01T16:00:00Z;27.4;0.00;2.2
-23.6;-46.55;2025-10-01T17:00:00Z;26.8;0.00;3.0
-23.6;-46.55;2025-10-01T18:00:00Z;24.8;0.00;3.4
-23.6;-46.55;2025-10-01T19:00:00Z;22.8;0.00;3.5
-23.6;-46.55;2025-10-01T20:00:00Z;20.7;0.12;3.3
-23.6;-46.55;2025-10-01T21:00:00Z;19.6;0.21;3.0
-23.6;-46.55;2025-10-01T22:00:00Z;18.9;0.31;2.8
-23.6;-46.55;2025-10-01T23:00:00Z;18.5;0.21;2.8
-23.6;-46.55;2025-10-02T00:00:00Z;18.3;0.00;2.8
-23.6;-46.5;2025-10-01T00:00:00Z;22.9;0.00;1.6
-23.6;-46.5;2025-10-01T01:00:00Z;22.3;0.00;1.4
-23.6;-46.5;2025-10-01T02:00:00Z;21.6;0.00;1.8
-23.6;-46.5;2025-10-01T03:00:00Z;20.0;0.00;2.1
-23.6;-46.5;2025-10-01T04:00:00Z;19.5;0.00;2.0
-23.6;-46.5;2025-10-01T05:00:00Z;18.7;0.00;2.6
-23.6;-46.5;2025-10-01T06:00:00Z;16.5;0.00;2.7
-23.6;-46.5;2025-10-01T07:00:00Z;16.1;0.00;2.2
-23.6;-46.5;2025-10-01T08:00:00Z;16.2;0.00;2.2
-23.6;-46.5;2025-10-01T09:00:00Z;16.0;0.00;1.2
-23.6;-46.5;2025-10-01T10:00:00Z;16.6;0.00;1.1
-23.6;-46.5;2025-10-01T11:00:00Z;18.6;0.00;1.8
-23.6;-46.5;2025-10-01T12:00:00Z;21.1;0.00;1.5
-23.6;-46.5;2025-10-01T13:00:00Z;24.2;0.00;1.4
-23.6;-46.5;2025-10-01T14:00:00Z;26.1;0.00;1.6
-23.6;-46.5;2025-10-01T15:00:00Z;27.5;0.00;1.8
-23.6;-46.5;2025-10-01T16:00:00Z;27.2;0.00;2.2
-23.6;-46.5;2025-10-01T17:00:00Z;26.5;0.00;3.1
-23.6;-46.5;2025-10-01T18:00:00Z;24.0;0.00;3.6
-23.6;-46.5;2025-10-01T19:00:00Z;22.2;0.00;3.6
-23.6;-46.5;2025-10-01T20:00:00Z;20.0;0.11;3.5
-23.6;-46.5;2025-10-01T21:00:00Z;18.7;0.15;3.1
-23.6;-46.5;2025-10-01T22:00:00Z;18.1;0.30;2.9
-23.6;-46.5;2025-10-01T23:00:00Z;17.7;0.27;3.0
-23.6;-46.5;2025-10-02T00:00:00Z;17.7;0.00;3.0
-23.6;-46.45;2025-10-01T00:00:00Z;21.8;0.00;1.7
-23.6;-46.45;2025-10-01T01:00:00Z;21.1;0.00;1.3
-23.6;-46.45;2025-10-01T02:00:00Z;20.3;0.00;1.7
-23.6;-46.45;2025-10-01T03:00:00Z;19.1;0.00;2.0
-23.6;-46.45;2025-10-01T04:00:00Z;18.5;0.00;1.7
-23.6;-46.45;2025-10-01T05:00:00Z;18.2;0.00;2.6
-23.6;-46.45;2025-10-01T06:00:00Z;16.3;0.00;2.6
-23.6;-46.45;2025-10-01T07:00:00Z;16.0;0.00;2.4
-23.6;-46.45;2025-10-01T08:00:00Z;16.1;0.00;2.4
-23.6;-46.45;2025-10-01T09:00:00Z;15.8;0.00;1.5
-23.6;-46.45;2025-10-01T10:00:00Z;16.4;0.00;1.4
-23.6;-46.45;2025-10-01T11:00:00Z;18.5;0.00;2.0
-23.6;-46.45;2025-10-01T12:00:00Z;20.9;0.00;1.7
-23.6;-46.45;2025-10-01T13:00:00Z;24.0;0.00;1.5
-23.6;-46.45;2025-10-01T14:00:00Z;25.9;0.00;1.6
-23.6;-46.45;2025-10-01T15:00:00Z;27.1;0.00;1.7
-23.6;-46.45;2025-10-01T16:00:00Z;26.8;0.00;2.2
-23.6;-46.45;2025-10-01T17:00:00Z;26.0;0.00;3.2
-23.6;-46.45;2025-10-01T18:00:00Z;23.2;0.00;3.8
-23.6;-46.45;2025-10-01T19:00:00Z;21.4;0.00;3.7
-23.6;-46.45;2025-10-01T20:00:00Z;19.6;0.10;3.5
-23.6;-46.45;2025-10-01T21:00:00Z;18.3;0.13;3.2
-23.6;-46.45;2025-10-01T22:00:00Z;17.6;0.29;3.0
-23.6;-46.45;2025-10-01T23:00:00Z;17.3;0.29;3.1
-23.6;-46.45;2025-10-02T00:00:00Z;17.2;0.00;3.2
-23.6;-46.4;2025-10-01T00:00:00Z;20.3;0.00;1.9
-23.6;-46.4;2025-10-01T01:00:00Z;19.6;0.00;1.4
-23.6;-46.4;2025-10-01T02:00:00Z;18.6;0.00;1.7
-23.6;-46.4;2025-10-01T03:00:00Z;17.9;0.00;2.0
-23.6;-46.4;2025-10-01T04:00:00Z;17.3;0.00;1.5
-23.6;-46.4;2025-10-01T05:00:00Z;17.4;0.00;2.8
-23.6;-46.4;2025-10-01T06:00:00Z;16.0;0.00;2.6
-23.6;-46.4;2025-10-01T07:00:00Z;15.7;0.00;2.8
-23.6;-46.4;2025-10-01T08:00:00Z;15.8;0.00;2.7
-23.6;-46.4;2025-10-01T09:00:00Z;15.5;0.00;1.8
-23.6;-46.4;2025-10-01T10:00:00Z;16.0;0.00;1.8
-23.6;-46.4;2025-10-01T11:00:00Z;18.2;0.00;2.2
-23.6;-46.4;2025-10-01T12:00:00Z;20.6;0.00;1.9
-23.6;-46.4;2025-10-01T13:00:00Z;23.6;0.00;1.6
-23.6;-46.4;2025-10-01T14:00:00Z;25.5;0.00;1.5
-23.6;-46.4;2025-10-01T15:00:00Z;26.7;0.00;1.7
-23.6;-46.4;2025-10-01T16:00:00Z;26.4;0.00;2.2
-23.6;-46.4;2025-10-01T17:00:00Z;25.5;0.00;3.4
-23.6;-46.4;2025-10-01T18:00:00Z;22.4;0.00;4.1
-23.6;-46.4;2025-10-01T19:00:00Z;20.6;0.00;3.8
-23.6;-46.4;2025-10-01T20:00:00Z;19.0;0.10;3.7
-23.6;-46.4;2025-10-01T21:00:00Z;17.8;0.11;3.5
-23.6;-46.4;2025-10-01T22:00:00Z;17.0;0.26;3.2
-23.6;-46.4;2025-10-01T23:00:00Z;16.7;0.31;3.4
-23.6;-46.4;2025-10-02T00:00:00Z;16.6;0.04;3.6
-23.6;-46.35;2025-10-01T00:00:00Z;20.7;0.00;2.0
-23.6;-46.35;2025-10-01T01:00:00Z;19.2;0.00;1.4
-23.6;-46.35;2025-10-01T02:00:00Z;18.2;0.00;1.5
-23.6;-46.35;2025-10-01T03:00:00Z;18.0;0.00;2.0
-23.6;-46.35;2025-10-01T04:00:00Z;17.3;0.00;1.2
-23.6;-46.35;2025-10-01T05:00:00Z;17.2;0.00;2.6
-23.6;-46.35;2025-10-01T06:00:00Z;15.9;0.00;2.5
-23.6;-46.35;2025-10-01T07:00:00Z;15.7;0.00;2.9
-23.6;-46.35;2025-10-01T08:00:00Z;15.8;0.00;2.8
-23.6;-46.35;2025-10-01T09:00:00Z;15.6;0.00;1.9
-23.6;-46.35;2025-10-01T10:00:00Z;16.1;0.00;2.0
-23.6;-46.35;2025-10-01T11:00:00Z;18.4;0.00;2.4
-23.6;-46.35;2025-10-01T12:00:00Z;20.7;0.00;1.9
-23.6;-46.35;2025-10-01T13:00:00Z;23.6;0.00;1.8
-23.6;-46.35;2025-10-01T14:00:00Z;25.4;0.00;1.6
-23.6;-46.35;2025-10-01T15:00:00Z;26.5;0.00;1.8
-23.6;-46.35;2025-10-01T16:00:00Z;26.3;0.00;2.2
-23.6;-46.35;2025-10-01T17:00:00Z;25.4;0.00;3.3
-23.6;-46.35;2025-10-01T18:00:00Z;22.2;0.00;4.1
-23.6;-46.35;2025-10-01T19:00:00Z;20.4;0.00;3.7
-23.6;-46.35;2025-10-01T20:00:00Z;19.1;0.10;3.7
-23.6;-46.35;2025-10-01T21:00:00Z;17.9;0.10;3.5
-23.6;-46.35;2025-10-01T22:00:00Z;17.1;0.22;3.1
-23.6;-46.35;2025-10-01T23:00:00Z;16.7;0.32;3.2
-23.6;-46.35;2025-10-02T00:00:00Z;16.6;0.10;3.4
-23.6;-46.3;2025-10-01T00:00:00Z;20.6;0.00;2.3
-23.6;-46.3;2025-10-01T01:00:00Z;18.5;0.00;1.5
-23.6;-46.3;2025-10-01T02:00:00Z;17.4;0.00;1.5
-23.6;-46.3;2025-10-01T03:00:00Z;17.7;0.00;2.2
-23.6;-46.3;2025-10-01T04:00:00Z;17.1;0.00;1.0
-23.6;-46.3;2025-10-01T05:00:00Z;16.8;0.00;2.7
-23.6;-46.3;2025-10-01T06:00:00Z;15.7;0.00;2.5
-23.6;-46.3;2025-10-01T07:00:00Z;15.5;0.00;3.1
-23.6;-46.3;2025-10-01T08:00:00Z;15.7;0.00;3.0
-23.6;-46.3;2025-10-01T09:00:00Z;15.5;0.00;2.2
-23.6;-46.3;2025-10-01T10:00:00Z;16.1;0.00;2.3
-23.6;-46.3;2025-10-01T11:00:00Z;18.4;0.00;2.5
-23.6;-46.3;2025-10-01T12:00:00Z;20.7;0.00;2.0
-23.6;-46.3;2025-10-01T13:00:00Z;23.6;0.00;2.0
-23.6;-46.3;2025-10-01T14:00:00Z;25.2;0.00;1.7
-23.6;-46.3;2025-10-01T15:00:00Z;26.2;0.00;1.9
-23.6;-46.3;2025-10-01T16:00:00Z;26.1;0.00;2.2
-23.6;-46.3;2025-10-01T17:00:00Z;25.2;0.00;3.3
-23.6;-46.3;2025-10-01T18:00:00Z;22.0;0.00;4.3
-23.6;-46.3;2025-10-01T19:00:00Z;20.0;0.00;3.7
-23.6;-46.3;2025-10-01T20:00:00Z;18.9;0.12;3.8
-23.6;-46.3;2025-10-01T21:00:00Z;17.9;0.10;3.6
-23.6;-46.3;2025-10-01T22:00:00Z;17.0;0.18;3.2
-23.6;-46.3;2025-10-01T23:00:00Z;16.6;0.32;3.1
-23.6;-46.3;2025-10-02T00:00:00Z;16.3;0.13;3.4
-23.6;-46.25;2025-10-01T00:00:00Z;20.9;0.00;2.1
-23.6;-46.25;2025-10-01T01:00:00Z;18.7;0.00;1.2
-23.6;-46.25;2025-10-01T02:00:00Z;17.6;0.00;1.2
-23.6;-46.25;2025-10-01T03:00:00Z;17.6;0.00;1.9
-23.6;-46.25;2025-10-01T04:00:00Z;17.6;0.00;1.0
-23.6;-46.25;2025-10-01T05:00:00Z;16.9;0.00;2.3
-23.6;-46.25;2025-10-01T06:00:00Z;15.9;0.00;2.2
-23.6;-46.25;2025-10-01T07:00:00Z;15.5;0.00;2.9
-23.6;-46.25;2025-10-01T08:00:00Z;15.7;0.00;2.9
-23.6;-46.25;2025-10-01T09:00:00Z;15.7;0.00;1.9
-23.6;-46.25;2025-10-01T10:00:00Z;16.4;0.00;2.0
-23.6;-46.25;2025-10-01T11:00:00Z;18.8;0.00;2.4
-23.6;-46.25;2025-10-01T12:00:00Z;21.1;0.00;1.9
-23.6;-46.25;2025-10-01T13:00:00Z;23.8;0.00;1.9
-23.6;-46.25;2025-10-01T14:00:00Z;25.1;0.00;1.9
-23.6;-46.25;2025-10-01T15:00:00Z;26.0;0.00;2.1
-23.6;-46.25;2025-10-01T16:00:00Z;26.1;0.00;2.2
-23.6;-46.25;2025-10-01T17:00:00Z;25.3;0.00;3.2
-23.6;-46.25;2025-10-01T18:00:00Z;22.1;0.00;4.1
-23.6;-46.25;2025-10-01T19:00:00Z;20.1;0.00;3.6
-23.6;-46.25;2025-10-01T20:00:00Z;19.1;0.08;3.8
-23.6;-46.25;2025-10-01T21:00:00Z;18.1;0.10;3.6
-23.6;-46.25;2025-10-01T22:00:00Z;17.2;0.14;3.1
-23.6;-46.25;2025-10-01T23:00:00Z;16.8;0.32;2.8
-23.6;-46.25;2025-10-02T00:00:00Z;16.5;0.20;3.0
-23.6;-46.2;2025-10-01T00:00:00Z;20.1;0.00;2.0
-23.6;-46.2;2025-10-01T01:00:00Z;17.8;0.00;1.1
-23.6;-46.2;2025-10-01T02:00:00Z;16.4;0.00;1.0
-23.6;-46.2;2025-10-01T03:00:00Z;16.6;0.00;1.7
-23.6;-46.2;2025-10-01T04:00:00Z;17.3;0.00;1.4
-23.6;-46.2;2025-10-01T05:00:00Z;16.0;0.00;1.8
-23.6;-46.2;2025-10-01T06:00:00Z;15.3;0.00;1.9
-23.6;-46.2;2025-10-01T07:00:00Z;14.9;0.00;2.8
-23.6;-46.2;2025-10-01T08:00:00Z;15.0;0.00;2.7
-23.6;-46.2;2025-10-01T09:00:00Z;15.0;0.00;1.6
-23.6;-46.2;2025-10-01T10:00:00Z;16.1;0.00;1.8
-23.6;-46.2;2025-10-01T11:00:00Z;18.7;0.00;2.2
-23.6;-46.2;2025-10-01T12:00:00Z;21.1;0.00;1.8
-23.6;-46.2;2025-10-01T13:00:00Z;23.6;0.00;1.9
-23.6;-46.2;2025-10-01T14:00:00Z;24.7;0.00;2.2
-23.6;-46.2;2025-10-01T15:00:00Z;25.5;0.00;2.3
-23.6;-46.2;2025-10-01T16:00:00Z;25.7;0.00;2.3
-23.6;-46.2;2025-10-01T17:00:00Z;24.9;0.00;3.2
-23.6;-46.2;2025-10-01T18:00:00Z;21.8;0.00;3.9
-23.6;-46.2;2025-10-01T19:00:00Z;19.7;0.00;3.5
-23.6;-46.2;2025-10-01T20:00:00Z;18.6;0.03;3.8
-23.6;-46.2;2025-10-01T21:00:00Z;17.7;0.10;3.6
-23.6;-46.2;2025-10-01T22:00:00Z;16.9;0.13;3.1
-23.6;-46.2;2025-10-01T23:00:00Z;16.5;0.32;2.4
-23.6;-46.2;2025-10-02T00:00:00Z;16.2;0.27;2.6
-23.6;-46.15;2025-10-01T00:00:00Z;20.1;0.00;1.6
-23.6;-46.15;2025-10-01T01:00:00Z;18.3;0.00;1.1
-23.6;-46.15;2025-10-01T02:00:00Z;16.9;0.00;1.3
-23.6;-46.15;2025-10-01T03:00:00Z;17.0;0.00;1.5
-23.6;-46.15;2025-10-01T04:00:00Z;17.4;0.00;1.6
-23.6;-46.15;2025-10-01T05:00:00Z;16.6;0.00;1.2
-23.6;-46.15;2025-10-01T06:00:00Z;15.5;0.00;1.4
-23.6;-46.15;2025-10-01T07:00:00Z;14.9;0.00;2.2
-23.6;-46.15;2025-10-01T08:00:00Z;14.8;0.00;2.0
-23.6;-46.15;2025-10-01T09:00:00Z;14.8;0.00;1.1
-23.6;-46.15;2025-10-01T10:00:00Z;16.5;0.00;1.3
-23.6;-46.15;2025-10-01T11:00:00Z;19.2;0.00;1.9
-23.6;-46.15;2025-10-01T12:00:00Z;21.4;0.00;1.7
-23.6;-46.15;2025-10-01T13:00:00Z;23.7;0.00;2.0
-23.6;-46.15;2025-10-01T14:00:00Z;24.5;0.00;2.4
-23.6;-46.15;2025-10-01T15:00:00Z;25.4;0.00;2.4
-23.6;-46.15;2025-10-01T16:00:00Z;25.8;0.00;2.4
-23.6;-46.15;2025-10-01T17:00:00Z;24.8;0.00;3.2
-23.6;-46.15;2025-10-01T18:00:00Z;21.8;0.00;3.9
-23.6;-46.15;2025-10-01T19:00:00Z;19.7;0.00;3.5
-23.6;-46.15;2025-10-01T20:00:00Z;18.6;0.03;3.8
-23.6;-46.15;2025-10-01T21:00:00Z;17.7;0.12;3.6
-23.6;-46.15;2025-10-01T22:00:00Z;17.0;0.14;3.1
-23.6;-46.15;2025-10-01T23:00:00Z;16.7;0.30;2.5
-23.6;-46.15;2025-10-02T00:00:00Z;16.5;0.27;2.4
-23.6;-46.1;2025-10-01T00:00:00Z;19.6;0.00;1.1
-23.6;-46.1;2025-10-01T01:00:00Z;18.2;0.00;1.2
-23.6;-46.1;2025-10-01T02:00:00Z;16.8;0.00;1.7
-23.6;-46.1;2025-10-01T03:00:00Z;17.0;0.00;1.5
-23.6;-46.1;2025-10-01T04:00:00Z;17.0;0.00;1.9
-23.6;-46.1;2025-10-01T05:00:00Z;16.6;0.00;0.6
